Job Title,Rating,Company Name,Headquarters,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Location City,Location State,Est_Salary
Data Scientist,3.1,Catholic Health Services of Long Island,"Rockville Centre, NY",1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),Sinai Health System,0,Rockville Centre, NY,205.0
Data Scientist,3.4,"Marsh & McLennan Companies, Inc.","New York, NY",1871,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Aon, Accenture",0,New York, NY,205.0
Data Analyst,3.5,Pozent,"Piscataway, NJ",1976,Contract,-1,Unknown,Less than $1 million (USD),-1,0,New York, NY,205.0
Data Scientist,3.2835763622409817,Entera,"New York, NY",1976,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,0,New York, NY,205.0
Data Scientist,4.0,Mediaocean,"New York, NY",1967,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Google, SAP, Accenture",0,New York, NY,205.0
Data Scientist,3.4,The Trade Desk,"Ventura, CA",2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,1,New York, NY,205.0
DATA SCIENCE INTERN,3.2835763622409817,The Buttonwood Tree,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,New York, NY,205.0
Data Scientist,3.6,NYC Health + Hospitals,"New York, NY",1976,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,New York, NY,205.0
Data Engineer,3.0,Samsung NEXT,"Mountain View, CA",2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,1,New York, NY,205.0
Data Scientist,5.0,Landis,"New York, NY",2017,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,205.0
Data Scientist,4.1,NewtonX,"New York, NY",2017,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,0,New York, NY,205.0
Data Analyst,3.2835763622409817,Fintech Recruiters,"Dublin, Ireland",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,205.0
VP,4.5,Spot.IM,"New York, NY",2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,1,New York, NY,205.0
Data Engineer,4.2,Tapad,"New York, NY",2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),-1,1,New York, NY,205.0
Data Scientist,3.2835763622409817,Amber People,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,New York, NY,205.0
Data Scientist,5.0,Thrasio,"Walpole, MA",2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1,0,New York, NY,205.0
Data Scientist,3.2835763622409817,ConcertAI,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,New York, NY,205.0
Data Scientist,3.2835763622409817,CompuForce,"New York, NY",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,205.0
SENIOR ,3.8,Spotify,"Stockholm, Sweden",2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,205.0
Data Scientist,3.2835763622409817,Wisestep,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Queens Village, NY,205.0
Data Scientist,3.2835763622409817,Hawkfish,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,New York, NY,205.0
Data Analyst,4.1,NYU Langone Health,"New York, NY",1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",0,New York, NY,205.0
Data Scientist,3.6,Disney Streaming Services,"New York, NY",2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,205.0
Data Scientist,3.2835763622409817,HireAi,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,New York, NY,205.0
Data Analyst,3.1,Vettery,"New York, NY",2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Hired, Indeed, AngelList",0,New York, NY,205.0
Data Scientist,1.0,"TEKREQS, Inc.","Fair Lawn, NJ",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,205.0
MANAGER,3.4,Tapestry,"New York, NY",2017,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,"Capri Holdings, LVMH, Ralph Lauren",0,New York, NY,133.0
Data Scientist,3.6,eBay,"San Jose, CA",1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",0,New York, NY,133.0
Data Scientist,4.6,Bowery Farming,"New York, NY",2015,Company - Private,Food Production,Agriculture & Forestry,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,4.0,Slice (NY),"New York, NY",2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,4.7,TEEMA,"Litchfield Park, AZ",2008,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,New York, NY,133.0
Data Engineer,4.4,Mark43,"New York, NY",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1,1,New York, NY,133.0
Data Scientist,4.0,Comtech Global Inc,"Columbus, OH",1976,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,0,New York, NY,133.0
Data Analyst,3.6,MediaMath,"New York, NY",2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Criteo, AppNexus, dataxu",1,New York, NY,133.0
Data Scientist,4.1,Rockstar Games,"New York, NY",1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,0,New York, NY,133.0
Data Engineer,3.9,Temboo,"New York, NY",1976,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,1.6,"Management Decisions, Inc.","Milwaukee, WI",1976,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,0,New York, NY,133.0
Data Scientist,3.5,Argo Group US,"Hamilton, Bermuda",1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,New York, NY,133.0
Data Scientist,4.0,AstraZeneca,"Cambridge, United Kingdom",1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,New York, NY,133.0
DATA SCIENCE AND ANALYTICS,4.0,Two95 International Inc.,"Cherry Hill, NJ",1976,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,New York, NY,133.0
Data Analyst,3.5,FINRA,"Washington, DC",2007,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD),-1,0,New York, NY,133.0
Data Scientist,5.0,Prolancer,"Kings Langley, United Kingdom",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,5.0,Thrasio,"Walpole, MA",2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,4.0,Flatiron Health,"New York, NY",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,3.5,"EDP World, Inc.","New York, NY",1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,New York, NY,133.0
Data Engineer,3.4,Squarespace,"New York, NY",2003,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,GoDaddy,0,New York, NY,133.0
Data Scientist,3.6,TRANZACT,"Fort Lee, NJ",1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,Fort Lee, NJ,133.0
INTERN- MARTECH & DATA CONSULTING,3.2,Havas Worldwide,"New York, NY",1999,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Engineer,4.7,B12,"New York, NY",2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,3.2835763622409817,Simatree,"New York, NY",1976,Company - Public,Commercial Equipment Rental,Business Services,Unknown / Non-Applicable,-1,0,Middletown, NJ,133.0
Data Scientist,5.0,Averity,"New York, NY",2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,3.9,Icahn School of Medicine at Mount Sinai,"New York, NY",1976,Nonprofit Organization,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,133.0
Data Scientist,4.2,CyberCoders,"Irvine, CA",1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,New York, NY,133.0
Data Engineer,3.7,GNY Insurance Companies,"New York, NY",1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster",1,New York, NY,133.0
Data Scientist,3.1,Healthfirst (New York),"New York, NY",1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,"EmblemHealth, UnitedHealth Group, Aetna",0,New York, NY,133.0
Data Scientist,3.8,Visiting Nurse Service of New York,"New York, NY",1893,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,0,New York, NY,133.0
Data Engineer,3.9,Point72,"Stamford, CT",2014,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,New York, NY,134.0
QUANTITATIVE RESEARCHER,3.2835763622409817,Kepler Fi,"New York, NY",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,134.0
Data Scientist,4.1,NYU Langone Health,"New York, NY",1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",0,New York, NY,134.0
Data Scientist,3.8,Slice,"Bengaluru, India",2016,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,New York, NY,134.0
Data Engineer,3.8,Peloton Interactive,"New York, NY",2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,0,New York, NY,134.0
Data Scientist,3.7,Bank of America,"Charlotte, NC",1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,New York, NY,134.0
Data Scientist,4.4,Riskified,"New York, NY",2013,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Signifyd, Forter",0,New York, NY,134.0
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,New York, NY,134.0
Data Scientist,5.0,ingenium.agency,"New York, NY",2016,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,Brooklyn, NY,134.0
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,New York, NY,134.0
Data Scientist,3.6,Etsy,"Brooklyn, NY",2005,Company - Public,Other Retail Stores,Retail,$100 to $500 million (USD),"Airbnb, Warby Parker, Kickstarter",0,Brooklyn, NY,134.0
QUANTITATIVE RESEARCHER,4.2,NJF Global Holdings,"London, United Kingdom",2003,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,1,New York, NY,134.0
Data Scientist,3.9,"JPMorgan Chase Bank, N.A.","New York, NY",1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,Jersey City, NJ,134.0
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,New York, NY,134.0
Data Scientist,4.3,Caserta,"New York, NY",2001,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,134.0
Data Scientist,3.5,Credibly,"Southfield, MI",2010,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,New York, NY,134.0
Data Scientist,4.0,Walt Disney Co.,"Burbank, CA",1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),"News Corp, WarnerMedia, NBCUniversal",0,New York, NY,134.0
Data Engineer,3.0,Samsung NEXT,"Mountain View, CA",2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,1,New York, NY,134.0
Data Scientist,3.1,Healthfirst,"New York, NY",1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,"EmblemHealth, UnitedHealth Group, Aetna",0,New York, NY,152.0
Data Analyst,4.0,The Walt Disney Company,"Burbank, CA",1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),"News Corp, WarnerMedia, NBCUniversal",0,New York, NY,152.0
QUANTITATIVE RESEARCHER,5.0,LaBine & Associates,"San Mateo, CA",2013,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,New York, NY,152.0
Data Analyst,3.5,Andiamo,"Warren, MI",1976,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $5 million (USD),-1,0,New York, NY,152.0
Data Analyst,3.6,Current,"Colorado Springs, CO",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,152.0
Data Scientist,4.4,Slice,"San Mateo, CA",2010,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,New York, NY,152.0
DATA SCIENCE & ANALYTICS MANAGER,3.2835763622409817,Kinship,"Chicago, IL",1976,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,New York, NY,152.0
Data Scientist,2.6,WCG,"San Francisco, CA",2001,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Edelman, Weber Shandwick, Porter Novelli",0,Florham Park, NJ,152.0
Data Scientist,3.6,Humana,"Louisville, KY",1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",0,Jersey City, NJ,152.0
Data Engineer,4.6,The Trevor Project,"West Hollywood, CA",1976,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,0,New York, NY,152.0
Data Engineer,4.1,Datadog,"New York, NY",2010,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,0,New York, NY,152.0
Data Engineer,3.2835763622409817,Pinto,"New York, NY",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,New York, NY,152.0
Data Scientist,3.3,Huxley,"London, United Kingdom",1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,New York, NY,152.0
Data Scientist,3.5,Samsung Research America,"Mountain View, CA",1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",1,New York, NY,124.5
Data Scientist,3.2835763622409817,Wise Skulls,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,New York, NY,124.5
Data Engineer,4.1,Colgate-Palmolive,"New York, NY",1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,New York, NY,124.5
Data Scientist,3.2,First Health Group,"Bethesda, MD",1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana,0,New York, NY,124.5
Data Analyst,4.0,Hearst Communications,"San Francisco, CA",1976,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,0,New York, NY,124.5
Data Engineer,4.0,Better.com,"New York, NY",2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,124.5
Data Analyst,3.6,My Job Tank,"New York, NY",1976,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,1,Jersey City, NJ,124.5
Data Scientist,3.8,Spotify,"Stockholm, Sweden",2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,124.5
Data Engineer,3.9,Point72,"Stamford, CT",2014,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,New York, NY,124.5
Data Engineer,4.4,D. E. Shaw & Co.,"New York, NY",1988,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Renaissance Technologies LLC, Two Sigma, AQR Capital Management",1,New York, NY,124.5
SENIOR DATA MODELER,3.6,Etsy,"Brooklyn, NY",2005,Company - Public,Other Retail Stores,Retail,$100 to $500 million (USD),"Airbnb, Warby Parker, Kickstarter",0,New York, NY,124.5
Data Engineer,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,New York, NY,124.5
Data Scientist,3.2835763622409817,"SpikeIT Global Solutions, Inc.","Edison, NJ",1976,Nonprofit Organization,-1,Unknown,Unknown / Non-Applicable,-1,0,Newark, NJ,124.5
Data Scientist,3.7,"Take-Two Interactive Software, Inc.","New York, NY",1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts",0,New York, NY,124.5
Data Scientist,4.1,Datadog,"New York, NY",2010,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,0,New York, NY,124.5
Data Scientist,3.2835763622409817,ingenium.agency,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,New York, NY,124.5
BUSINESS,4.4,Two Sigma,"New York, NY",2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,New York, NY,124.5
Data Scientist,3.7,Komodo Health,"San Francisco, CA",2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,124.5
REMOTE WORK,2.5,nFolks Ltd,"Bellevue, WA",1976,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,0,New York, NY,124.5
Data Analyst,4.9,Teachers Pay Teachers,"New York, NY",2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,New York, NY,124.5
